Compound,Cortex,Hippocampus,Spinal Cord,Cerebellum,Brain Stem,Species,Dose,Time,Target
1269483,63,NA,37,87,46,Mouse,300ug,2w,ATXN3
1269484,69,NA,44,83,57,Mouse,300ug,2w,ATXN3
1269485,14,NA,18,54,14,Mouse,300ug,2w,ATXN3
1269486,26,NA,24,62,23,Mouse,300ug,2w,ATXN3
1269487,61,NA,67,95,60,Mouse,300ug,2w,ATXN3
1269488,75,NA,65,109,60,Mouse,300ug,2w,ATXN3
1269489,55,NA,53,82,66,Mouse,300ug,2w,ATXN3
1269490,55,NA,53,96,63,Mouse,300ug,2w,ATXN3
1269491,58,NA,50,91,62,Mouse,300ug,2w,ATXN3
1269492,53,NA,47,83,57,Mouse,300ug,2w,ATXN3
1269493,45,NA,42,95,43,Mouse,300ug,2w,ATXN3
1269494,35,NA,42,79,42,Mouse,300ug,2w,ATXN3
1269495,21,NA,26,57,26,Mouse,300ug,2w,ATXN3
1269496,38,NA,47,82,44,Mouse,300ug,2w,ATXN3
1269632,11,NA,16,64,18,Mouse,300ug,2w,ATXN3
1269633,14,NA,22,60,26,Mouse,300ug,2w,ATXN3
1269634,30,NA,26,74,26,Mouse,300ug,2w,ATXN3
1269635,20,NA,26,58,26,Mouse,300ug,2w,ATXN3
1269636,16,NA,22,60,21,Mouse,300ug,2w,ATXN3
1269637,29,NA,26,74,31,Mouse,300ug,2w,ATXN3
1269638,27,NA,49,79,51,Mouse,300ug,2w,ATXN3
1269639,35,NA,33,68,35,Mouse,300ug,2w,ATXN3
1269640,34,NA,40,71,41,Mouse,300ug,2w,ATXN3
1287089,24,NA,27,38,14,Mouse,300ug,2w,ATXN3
1287090,12,NA,12,32,12,Mouse,300ug,2w,ATXN3
1287091,17,NA,24,39,19,Mouse,300ug,2w,ATXN3
1287092,36,NA,26,44,19,Mouse,300ug,2w,ATXN3
1287093,30,NA,37,53,14,Mouse,300ug,2w,ATXN3
1287094,41,NA,32,47,32,Mouse,300ug,2w,ATXN3
1287095,17,NA,24,27,15,Mouse,300ug,2w,ATXN3
1287096,34,NA,31,31,19,Mouse,300ug,2w,ATXN3
1287098,35,NA,38,67,29,Mouse,300ug,2w,ATXN3
1287099,38,NA,32,34,21,Mouse,300ug,2w,ATXN3
1287100,28,NA,49,49,17,Mouse,300ug,2w,ATXN3
1287101,46,NA,28,43,29,Mouse,300ug,2w,ATXN3
1287102,61,NA,50,72,59,Mouse,300ug,2w,ATXN3
1287103,19,NA,22,37,21,Mouse,300ug,2w,ATXN3
1287104,33,NA,40,57,22,Mouse,300ug,2w,ATXN3
1287569,68,NA,69,50,46,Mouse,300ug,2w,ATXN3
1287570,34,NA,26,42,23,Mouse,300ug,2w,ATXN3
1287612,62,NA,34,48,40,Mouse,300ug,2w,ATXN3
1287613,63,NA,65,48,48,Mouse,300ug,2w,ATXN3
1287614,55,NA,37,54,31,Mouse,300ug,2w,ATXN3
1287615,45,NA,42,48,29,Mouse,300ug,2w,ATXN3
1287617,26,NA,48,39,18,Mouse,300ug,2w,ATXN3
1287618,55,NA,41,53,38,Mouse,300ug,2w,ATXN3
1287619,42,NA,42,61,50,Mouse,300ug,2w,ATXN3
1287620,76,NA,58,64,55,Mouse,300ug,2w,ATXN3
1287621,27,NA,33,51,29,Mouse,300ug,2w,ATXN3
1288220,21,NA,38,62,41,Mouse,300ug,2w,ATXN3
1288221,28,NA,34,64,42,Mouse,300ug,2w,ATXN3
1288222,61,NA,63,90,83,Mouse,300ug,2w,ATXN3
1288223,31,NA,35,75,39,Mouse,300ug,2w,ATXN3
1288287,20,NA,48,63,46,Mouse,300ug,2w,ATXN3
1288288,14,NA,23,55,26,Mouse,300ug,2w,ATXN3
1288289,35,NA,46,82,47,Mouse,300ug,2w,ATXN3
1295851,40,NA,31,40,72,Mouse,300ug,2w,ATXN3
1295852,49,NA,40,47,75,Mouse,300ug,2w,ATXN3
1295853,42,NA,33,42,74,Mouse,300ug,2w,ATXN3
1295854,36,NA,21,40,71,Mouse,300ug,2w,ATXN3
1295855,38,NA,33,36,65,Mouse,300ug,2w,ATXN3
1295856,37,NA,32,44,68,Mouse,300ug,2w,ATXN3
1295857,47,NA,41,46,68,Mouse,300ug,2w,ATXN3
1295858,31,NA,29,31,60,Mouse,300ug,2w,ATXN3
1295859,29,NA,25,32,65,Mouse,300ug,2w,ATXN3
1295860,25,NA,27,24,61,Mouse,300ug,2w,ATXN3
1295861,32,NA,26,27,64,Mouse,300ug,2w,ATXN3
1295862,17,NA,18,18,50,Mouse,300ug,2w,ATXN3
1295863,30,NA,19,33,54,Mouse,300ug,2w,ATXN3
1295864,41,NA,23,44,66,Mouse,300ug,2w,ATXN3
1295865,44,NA,43,42,68,Mouse,300ug,2w,ATXN3
1295866,41,NA,33,48,66,Mouse,300ug,2w,ATXN3
1295867,37,NA,32,40,81,Mouse,300ug,2w,ATXN3
1295868,41,NA,33,42,78,Mouse,300ug,2w,ATXN3
1295869,51,NA,54,60,80,Mouse,300ug,2w,ATXN3
1295870,23,NA,26,26,59,Mouse,300ug,2w,ATXN3
1295871,34,NA,31,33,70,Mouse,300ug,2w,ATXN3
1295872,24,NA,25,27,64,Mouse,300ug,2w,ATXN3
1295873,26,NA,23,27,72,Mouse,300ug,2w,ATXN3
1295874,17,NA,14,18,62,Mouse,300ug,2w,ATXN3
1295875,28,NA,27,30,55,Mouse,300ug,2w,ATXN3
1295876,32,NA,21,33,55,Mouse,300ug,2w,ATXN3
1295877,28,NA,55,45,86,Mouse,300ug,2w,ATXN3
1295878,50,NA,23,32,64,Mouse,300ug,2w,ATXN3
1295879,35,NA,24,33,74,Mouse,300ug,2w,ATXN3
1295880,56,NA,39,59,89,Mouse,300ug,2w,ATXN3
1295881,60,NA,53,56,84,Mouse,300ug,2w,ATXN3
1295882,28,NA,20,30,69,Mouse,300ug,2w,ATXN3
1295883,42,NA,39,41,71,Mouse,300ug,2w,ATXN3
1299087,22,NA,37,68,35,Mouse,300ug,2w,ATXN3
1299088,28,NA,30,64,29,Mouse,300ug,2w,ATXN3
1299089,44,NA,46,74,43,Mouse,300ug,2w,ATXN3
1299090,20,NA,31,63,33,Mouse,300ug,2w,ATXN3
1299091,53,NA,55,75,57,Mouse,300ug,2w,ATXN3
1299092,40,NA,43,76,49,Mouse,300ug,2w,ATXN3
1299093,51,NA,52,81,59,Mouse,300ug,2w,ATXN3
1304855,58,NA,80,81,53,Mouse,300ug,2w,ATXN3
1304856,102,NA,104,99,98,Mouse,300ug,2w,ATXN3
1304857,61,NA,105,83,64,Mouse,300ug,2w,ATXN3
1304858,59,NA,82,86,65,Mouse,300ug,2w,ATXN3
1304859,64,NA,94,88,77,Mouse,300ug,2w,ATXN3
1304860,82,NA,98,95,75,Mouse,300ug,2w,ATXN3
1304861,27,NA,42,61,38,Mouse,300ug,2w,ATXN3
1304862,17,NA,22,39,21,Mouse,300ug,2w,ATXN3
1304863,46,NA,66,81,52,Mouse,300ug,2w,ATXN3
1304864,45,NA,49,70,44,Mouse,300ug,2w,ATXN3
1304865,94,NA,108,106,80,Mouse,300ug,2w,ATXN3
1304866,106,NA,127,118,105,Mouse,300ug,2w,ATXN3
1304867,72,NA,72,107,59,Mouse,300ug,2w,ATXN3
1304868,98,NA,127,122,99,Mouse,300ug,2w,ATXN3
1304869,65,NA,96,113,75,Mouse,300ug,2w,ATXN3
1304870,93,NA,117,118,95,Mouse,300ug,2w,ATXN3
1304871,107,NA,106,120,100,Mouse,300ug,2w,ATXN3
1304872,109,NA,115,107,103,Mouse,300ug,2w,ATXN3
1304873,42,NA,53,85,47,Mouse,300ug,2w,ATXN3
1304874,103,NA,89,105,94,Mouse,300ug,2w,ATXN3
1304875,66,NA,75,94,72,Mouse,300ug,2w,ATXN3
1304876,114,NA,129,107,107,Mouse,300ug,2w,ATXN3
1304877,84,NA,90,94,84,Mouse,300ug,2w,ATXN3
1304878,87,NA,86,97,80,Mouse,300ug,2w,ATXN3
650528,45,NA,39,73,43,Mouse,300ug,2w,ATXN3
791658,12,NA,6,NA,NA,Mouse,350ug,2w,C9ORF72
791659,27,NA,18,NA,NA,Mouse,350ug,2w,C9ORF72
791664,15,NA,13,NA,NA,Mouse,350ug,2w,C9ORF72
801274,27,NA,49,NA,NA,Mouse,350ug,2w,C9ORF72
801276,12,NA,10,NA,NA,Mouse,350ug,2w,C9ORF72
801277,10,NA,9,NA,NA,Mouse,350ug,2w,C9ORF72
801278,10,NA,8,NA,NA,Mouse,350ug,2w,C9ORF72
801279,40,NA,33,NA,NA,Mouse,350ug,2w,C9ORF72
801281,17,NA,16,NA,NA,Mouse,350ug,2w,C9ORF72
801282,31,NA,18,NA,NA,Mouse,350ug,2w,C9ORF72
801283,17,NA,15,NA,NA,Mouse,350ug,2w,C9ORF72
801285,24,NA,29,NA,NA,Mouse,350ug,2w,C9ORF72
801286,37,NA,37,NA,NA,Mouse,350ug,2w,C9ORF72
801287,30,NA,13,NA,NA,Mouse,350ug,2w,C9ORF72
801288,39,NA,18,NA,NA,Mouse,350ug,2w,C9ORF72
801292,33,NA,25,NA,NA,Mouse,350ug,2w,C9ORF72
801293,29,NA,20,NA,NA,Mouse,350ug,2w,C9ORF72
801310,68,NA,70,NA,NA,Mouse,350ug,2w,C9ORF72
801312,46,NA,43,NA,NA,Mouse,350ug,2w,C9ORF72
801315,41,NA,39,NA,NA,Mouse,350ug,2w,C9ORF72
801316,50,NA,27,NA,NA,Mouse,350ug,2w,C9ORF72
802459,30,NA,28,NA,NA,Mouse,350ug,2w,C9ORF72
802461,19,NA,22,NA,NA,Mouse,350ug,2w,C9ORF72
802464,28,NA,30,NA,NA,Mouse,350ug,2w,C9ORF72
802465,25,NA,25,NA,NA,Mouse,350ug,2w,C9ORF72
802467,14,NA,13,NA,NA,Mouse,350ug,2w,C9ORF72
802468,26,NA,24,NA,NA,Mouse,350ug,2w,C9ORF72
802469,20,NA,24,NA,NA,Mouse,350ug,2w,C9ORF72
802470,20,NA,18,NA,NA,Mouse,350ug,2w,C9ORF72
802471,44,NA,36,NA,NA,Mouse,350ug,2w,C9ORF72
802473,38,NA,28,NA,NA,Mouse,350ug,2w,C9ORF72
802475,15,NA,15,NA,NA,Mouse,350ug,2w,C9ORF72
802477,15,NA,14,NA,NA,Mouse,350ug,2w,C9ORF72
806673,66,NA,38,NA,NA,Mouse,350ug,2w,C9ORF72
806674,98,NA,78,NA,NA,Mouse,350ug,2w,C9ORF72
806675,81,NA,67,NA,NA,Mouse,350ug,2w,C9ORF72
806676,52,NA,29,NA,NA,Mouse,350ug,2w,C9ORF72
806677,69,NA,61,NA,NA,Mouse,350ug,2w,C9ORF72
806678,95,NA,83,NA,NA,Mouse,350ug,2w,C9ORF72
806679,26,NA,24,NA,NA,Mouse,350ug,2w,C9ORF72
806680,41,NA,29,NA,NA,Mouse,350ug,2w,C9ORF72
806681,36,NA,39,NA,NA,Mouse,350ug,2w,C9ORF72
806684,62,NA,44,NA,NA,Mouse,350ug,2w,C9ORF72
806685,56,NA,69,NA,NA,Mouse,350ug,2w,C9ORF72
806686,57,NA,59,NA,NA,Mouse,350ug,2w,C9ORF72
806687,77,NA,74,NA,NA,Mouse,350ug,2w,C9ORF72
806688,42,NA,34,NA,NA,Mouse,350ug,2w,C9ORF72
806689,87,NA,67,NA,NA,Mouse,350ug,2w,C9ORF72
806690,57,NA,28,NA,NA,Mouse,350ug,2w,C9ORF72
806692,44,NA,45,NA,NA,Mouse,350ug,2w,C9ORF72
693430,46,NA,46,NA,NA,Mouse,300ug,2w,LRRK2
725607,24,NA,24,NA,NA,Mouse,300ug,2w,LRRK2
725608,19,NA,19,NA,NA,Mouse,300ug,2w,LRRK2
725609,30,NA,30,NA,NA,Mouse,300ug,2w,LRRK2
780160,13,NA,13,NA,NA,Mouse,300ug,2w,LRRK2
780161,24,NA,24,NA,NA,Mouse,300ug,2w,LRRK2
780162,59,NA,59,NA,NA,Mouse,300ug,2w,LRRK2
780164,27,NA,27,NA,NA,Mouse,300ug,2w,LRRK2
780166,14,NA,14,NA,NA,Mouse,300ug,2w,LRRK2
780189,58,NA,58,NA,NA,Mouse,300ug,2w,LRRK2
780202,42,NA,42,NA,NA,Mouse,300ug,2w,LRRK2
780203,65,NA,65,NA,NA,Mouse,300ug,2w,LRRK2
780205,13,NA,13,NA,NA,Mouse,300ug,2w,LRRK2
780219,34,NA,34,NA,NA,Mouse,300ug,2w,LRRK2
780236,19,NA,19,NA,NA,Mouse,300ug,2w,LRRK2
780241,40,NA,40,NA,60,Mouse,300ug,2w,LRRK2
780243,54,NA,54,NA,NA,Mouse,300ug,2w,LRRK2
780254,42,NA,42,NA,NA,Mouse,300ug,2w,LRRK2
780284,61,NA,61,NA,NA,Mouse,300ug,2w,LRRK2
780321,39,NA,39,NA,NA,Mouse,300ug,2w,LRRK2
780347,42,NA,42,NA,NA,Mouse,300ug,2w,LRRK2
780549,63,NA,63,NA,NA,Mouse,300ug,2w,LRRK2
780602,93,NA,93,NA,NA,Mouse,300ug,2w,LRRK2
780620,47,NA,47,NA,NA,Mouse,300ug,2w,LRRK2
780624,63,NA,63,NA,NA,Mouse,300ug,2w,LRRK2
780649,52,NA,52,NA,NA,Mouse,300ug,2w,LRRK2
780685,42,NA,42,NA,NA,Mouse,300ug,2w,LRRK2
802655,30,NA,30,NA,NA,Mouse,300ug,2w,LRRK2
802665,17,NA,17,NA,NA,Mouse,300ug,2w,LRRK2
802678,17,NA,17,NA,NA,Mouse,300ug,2w,LRRK2
802685,38,NA,38,NA,NA,Mouse,300ug,2w,LRRK2
802686,17,NA,17,NA,NA,Mouse,300ug,2w,LRRK2
802688,18,NA,18,NA,NA,Mouse,300ug,2w,LRRK2
802689,16,NA,16,NA,NA,Mouse,300ug,2w,LRRK2
802690,33,NA,33,NA,NA,Mouse,300ug,2w,LRRK2
802714,27,NA,27,NA,43,Mouse,300ug,2w,LRRK2
802731,42,NA,42,NA,NA,Mouse,300ug,2w,LRRK2
802746,42,NA,42,NA,NA,Mouse,300ug,2w,LRRK2
802747,56,NA,56,NA,NA,Mouse,300ug,2w,LRRK2
802748,32,NA,32,NA,NA,Mouse,300ug,2w,LRRK2
802758,23,NA,23,NA,NA,Mouse,300ug,2w,LRRK2
802770,11,NA,11,NA,NA,Mouse,300ug,2w,LRRK2
802780,42,NA,42,NA,NA,Mouse,300ug,2w,LRRK2
802781,32,NA,32,NA,NA,Mouse,300ug,2w,LRRK2
802784,16,NA,16,NA,NA,Mouse,300ug,2w,LRRK2
802845,30,NA,30,NA,NA,Mouse,300ug,2w,LRRK2
802846,35,NA,35,NA,NA,Mouse,300ug,2w,LRRK2
802847,54,NA,54,NA,NA,Mouse,300ug,2w,LRRK2
802848,68,NA,68,NA,NA,Mouse,300ug,2w,LRRK2
802849,78,NA,78,NA,NA,Mouse,300ug,2w,LRRK2
802850,73,NA,73,NA,NA,Mouse,300ug,2w,LRRK2
802888,49,NA,49,NA,NA,Mouse,300ug,2w,LRRK2
802911,80,NA,80,NA,NA,Mouse,300ug,2w,LRRK2
802915,54,NA,54,NA,NA,Mouse,300ug,2w,LRRK2
802935,69,NA,69,NA,NA,Mouse,300ug,2w,LRRK2
802936,40,NA,40,NA,NA,Mouse,300ug,2w,LRRK2
802937,43,NA,43,NA,NA,Mouse,300ug,2w,LRRK2
802938,21,NA,21,NA,NA,Mouse,300ug,2w,LRRK2
802939,13,NA,13,NA,NA,Mouse,300ug,2w,LRRK2
802958,57,NA,57,NA,NA,Mouse,300ug,2w,LRRK2
802959,41,NA,41,NA,NA,Mouse,300ug,2w,LRRK2
802960,54,NA,54,NA,NA,Mouse,300ug,2w,LRRK2
802961,34,NA,34,NA,NA,Mouse,300ug,2w,LRRK2
802962,40,NA,40,NA,NA,Mouse,300ug,2w,LRRK2
802963,26,NA,26,NA,NA,Mouse,300ug,2w,LRRK2
802974,50,NA,50,NA,NA,Mouse,300ug,2w,LRRK2
803000,22,NA,22,NA,NA,Mouse,300ug,2w,LRRK2
803001,36,NA,36,NA,NA,Mouse,300ug,2w,LRRK2
803002,30,NA,30,NA,NA,Mouse,300ug,2w,LRRK2
803003,67,NA,67,NA,NA,Mouse,300ug,2w,LRRK2
803004,73,NA,73,NA,NA,Mouse,300ug,2w,LRRK2
803005,66,NA,66,NA,NA,Mouse,300ug,2w,LRRK2
803006,29,NA,29,NA,NA,Mouse,300ug,2w,LRRK2
803021,67,NA,67,NA,NA,Mouse,300ug,2w,LRRK2
803045,36,NA,36,NA,NA,Mouse,300ug,2w,LRRK2
803046,95,NA,95,NA,NA,Mouse,300ug,2w,LRRK2
803064,42,NA,42,NA,NA,Mouse,300ug,2w,LRRK2
803065,55,NA,55,NA,NA,Mouse,300ug,2w,LRRK2
803075,38,NA,38,NA,NA,Mouse,300ug,2w,LRRK2
803102,89,NA,89,NA,NA,Mouse,300ug,2w,LRRK2
803112,40,NA,40,NA,NA,Mouse,300ug,2w,LRRK2
803122,52,NA,52,NA,NA,Mouse,300ug,2w,LRRK2
803123,56,NA,56,NA,NA,Mouse,300ug,2w,LRRK2
803181,41,NA,41,NA,NA,Mouse,300ug,2w,LRRK2
803268,44,NA,44,NA,66,Mouse,300ug,2w,LRRK2
803269,38,NA,38,NA,NA,Mouse,300ug,2w,LRRK2
803270,24,NA,24,NA,NA,Mouse,300ug,2w,LRRK2
803271,31,NA,31,NA,NA,Mouse,300ug,2w,LRRK2
803272,76,NA,76,NA,NA,Mouse,300ug,2w,LRRK2
803273,77,NA,77,NA,NA,Mouse,300ug,2w,LRRK2
803274,50,NA,50,NA,NA,Mouse,300ug,2w,LRRK2
803275,52,NA,52,NA,NA,Mouse,300ug,2w,LRRK2
803386,73,NA,73,NA,NA,Mouse,300ug,2w,LRRK2
803426,70,NA,70,NA,NA,Mouse,300ug,2w,LRRK2
803427,34,NA,34,NA,NA,Mouse,300ug,2w,LRRK2
803470,34,NA,34,NA,NA,Mouse,300ug,2w,LRRK2
803503,67,NA,67,NA,NA,Mouse,300ug,2w,LRRK2
803515,81,NA,81,NA,NA,Mouse,300ug,2w,LRRK2
803516,63,NA,63,NA,NA,Mouse,300ug,2w,LRRK2
803517,55,NA,55,NA,NA,Mouse,300ug,2w,LRRK2
803518,60,NA,60,NA,NA,Mouse,300ug,2w,LRRK2
803519,70,NA,70,NA,NA,Mouse,300ug,2w,LRRK2
803520,50,NA,50,NA,NA,Mouse,300ug,2w,LRRK2
803571,66,NA,66,NA,NA,Mouse,300ug,2w,LRRK2
803595,80,NA,80,NA,NA,Mouse,300ug,2w,LRRK2
803604,65,NA,65,NA,NA,Mouse,300ug,2w,LRRK2
803629,57,NA,57,NA,NA,Mouse,300ug,2w,LRRK2
803665,58,NA,58,NA,NA,Mouse,300ug,2w,LRRK2
803682,47,NA,47,NA,NA,Mouse,300ug,2w,LRRK2
803744,47,NA,47,NA,NA,Mouse,300ug,2w,LRRK2
803769,71,NA,71,NA,NA,Mouse,300ug,2w,LRRK2
803770,73,NA,73,NA,NA,Mouse,300ug,2w,LRRK2
803771,53,NA,53,NA,NA,Mouse,300ug,2w,LRRK2
803773,40,NA,40,NA,NA,Mouse,300ug,2w,LRRK2
803782,80,NA,80,NA,NA,Mouse,300ug,2w,LRRK2
872246,44,NA,44,NA,NA,Mouse,300ug,2w,LRRK2
872247,57,NA,57,NA,NA,Mouse,300ug,2w,LRRK2
872248,24,NA,24,NA,NA,Mouse,300ug,2w,LRRK2
872249,61,NA,61,NA,NA,Mouse,300ug,2w,LRRK2
872250,34,NA,34,NA,NA,Mouse,300ug,2w,LRRK2
872251,37,NA,37,NA,NA,Mouse,300ug,2w,LRRK2
872252,54,NA,54,NA,NA,Mouse,300ug,2w,LRRK2
872253,29,NA,29,NA,NA,Mouse,300ug,2w,LRRK2
872254,94,NA,94,NA,NA,Mouse,300ug,2w,LRRK2
872255,23,NA,23,NA,NA,Mouse,300ug,2w,LRRK2
872256,34,NA,34,NA,NA,Mouse,300ug,2w,LRRK2
872257,70,NA,70,NA,NA,Mouse,300ug,2w,LRRK2
872258,55,NA,55,NA,NA,Mouse,300ug,2w,LRRK2
872259,82,NA,82,NA,NA,Mouse,300ug,2w,LRRK2
872260,10,NA,10,NA,NA,Mouse,300ug,2w,LRRK2
872261,37,NA,37,NA,NA,Mouse,300ug,2w,LRRK2
872262,50,NA,50,NA,NA,Mouse,300ug,2w,LRRK2
872263,28,NA,28,NA,NA,Mouse,300ug,2w,LRRK2
872264,43,NA,43,NA,NA,Mouse,300ug,2w,LRRK2
872265,36,NA,36,NA,NA,Mouse,300ug,2w,LRRK2
872266,92,NA,92,NA,NA,Mouse,300ug,2w,LRRK2
872267,68,NA,68,NA,NA,Mouse,300ug,2w,LRRK2
872268,52,NA,52,NA,NA,Mouse,300ug,2w,LRRK2
872269,37,NA,37,NA,NA,Mouse,300ug,2w,LRRK2
872270,39,NA,39,NA,NA,Mouse,300ug,2w,LRRK2
872271,94,NA,94,NA,NA,Mouse,300ug,2w,LRRK2
872272,76,NA,76,NA,NA,Mouse,300ug,2w,LRRK2
872273,31,NA,31,NA,NA,Mouse,300ug,2w,LRRK2
872274,54,NA,54,NA,NA,Mouse,300ug,2w,LRRK2
872275,84,NA,84,NA,NA,Mouse,300ug,2w,LRRK2
872276,73,NA,73,NA,NA,Mouse,300ug,2w,LRRK2
872277,47,NA,47,NA,NA,Mouse,300ug,2w,LRRK2
872278,36,NA,36,NA,NA,Mouse,300ug,2w,LRRK2
872279,39,NA,39,NA,NA,Mouse,300ug,2w,LRRK2
872280,83,NA,83,NA,NA,Mouse,300ug,2w,LRRK2
872281,49,NA,49,NA,NA,Mouse,300ug,2w,LRRK2
872282,48,NA,48,NA,NA,Mouse,300ug,2w,LRRK2
872283,61,NA,61,NA,NA,Mouse,300ug,2w,LRRK2
872284,69,NA,69,NA,NA,Mouse,300ug,2w,LRRK2
872285,26,NA,26,NA,NA,Mouse,300ug,2w,LRRK2
874144,81,NA,81,NA,NA,Mouse,300ug,2w,LRRK2
874145,64,NA,64,NA,NA,Mouse,300ug,2w,LRRK2
874146,67,NA,67,NA,NA,Mouse,300ug,2w,LRRK2
874147,78,NA,78,NA,NA,Mouse,300ug,2w,LRRK2
874148,57,NA,57,NA,NA,Mouse,300ug,2w,LRRK2
874149,55,NA,55,NA,NA,Mouse,300ug,2w,LRRK2
874150,57,NA,57,NA,NA,Mouse,300ug,2w,LRRK2
874151,102,NA,102,NA,NA,Mouse,300ug,2w,LRRK2
876019,58,NA,58,NA,NA,Mouse,300ug,2w,LRRK2
876027,166,NA,166,NA,NA,Mouse,300ug,2w,LRRK2
876028,99,NA,99,NA,NA,Mouse,300ug,2w,LRRK2
